sku,title,evidence_url,product_url,family,product_type,price,price_band,inventory,weight,weight_unit,weight_band,length,width,height,pack_count,status,merchant_status,merchant_availability,completeness
361212,"36x12x12 ECT-32 Kraft Corrugated Boxes - Long Format Shipping, 15-Pack",https://packrift.github.io/sku-evidence-cards/sku/361212-36x12x12-ect-32-kraft-corrugated-boxes-long-format-shipping-15-pack/,https://packrift.com/products/36x12x12-ect-32-kraft-corrugated-boxes-long-format-shipping-15-pack,boxes,Boxes - Corrugated,39.52,25-to-75,500,25.37,POUNDS,10-to-50-lb,36,12,12,0,catalog approved,active,in stock,100
361216,36x12x16 ECT-32 Kraft Corrugated Boxes - 15 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/361216-36x12x16-ect-32-kraft-corrugated-boxes-15-pack-bundle/,https://packrift.com/products/36x12x16-ect-32-kraft-corrugated-boxes-15-pack-bundle,boxes,Boxes - Corrugated,66.99,25-to-75,400,27.84,POUNDS,10-to-50-lb,36,12,16,15,catalog approved,active,in stock,100
36124,36x12x4 ECT-32 Kraft Corrugated Shipping Boxes - Bundle of 20,https://packrift.github.io/sku-evidence-cards/sku/36124-36x12x4-ect-32-kraft-corrugated-shipping-boxes-bundle-of-20/,https://packrift.com/products/36x12x4-ect-32-kraft-corrugated-shipping-boxes-bundle-of-20,boxes,Boxes - Corrugated,46.18,25-to-75,400,23.32,POUNDS,10-to-50-lb,36,12,4,20,catalog approved,active,in stock,100
36126,"36x12x6 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/36126-36x12x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-20/,https://packrift.com/products/36x12x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-20,boxes,Boxes - Corrugated,63.7,25-to-75,400,26.64,POUNDS,10-to-50-lb,36,12,6,20,catalog approved,active,in stock,100
36128,36x12x8 ECT-32 Kraft Corrugated Boxes - Flat Storage Bundle of 20,https://packrift.github.io/sku-evidence-cards/sku/36128-36x12x8-ect-32-kraft-corrugated-boxes-flat-storage-bundle-of-20/,https://packrift.com/products/36x12x8-ect-32-kraft-corrugated-boxes-flat-storage-bundle-of-20,boxes,Boxes - Corrugated,78.94,75-to-200,100,28.66,POUNDS,10-to-50-lb,36,12,8,20,catalog approved,active,in stock,100
361410,"36x14x10 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/361410-36x14x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-15/,https://packrift.com/products/36x14x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-15,boxes,Boxes - Corrugated,42.73,25-to-75,500,27.05,POUNDS,10-to-50-lb,36,14,10,15,catalog approved,active,in stock,100
361414,"36x14x14 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 15 Bundle",https://packrift.github.io/sku-evidence-cards/sku/361414-36x14x14-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-15/,https://packrift.com/products/36x14x14-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-15,boxes,Boxes - Corrugated,70.69,25-to-75,400,29,POUNDS,10-to-50-lb,36,14,14,15,catalog approved,active,in stock,100
36146,"36x14x6 ECT-32 Kraft Corrugated Boxes - Bulk Shipping Solution, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/36146-36x14x6-ect-32-kraft-corrugated-boxes-bulk-shipping-solution-bundle-of-20/,https://packrift.com/products/36x14x6-ect-32-kraft-corrugated-boxes-bulk-shipping-solution-bundle-of-20,boxes,Boxes - Corrugated,84.83,75-to-200,200,29.6,POUNDS,10-to-50-lb,36,14,6,20,catalog approved,active,in stock,100
361616,"36x16x16 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/361616-36x16x16-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-15/,https://packrift.com/products/36x16x16-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-15,boxes,Boxes - Corrugated,59.39,25-to-75,500,36.9,POUNDS,10-to-50-lb,36,16,16,15,catalog approved,active,in stock,100
36165,"36x16x5 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/36165-36x16x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-15/,https://packrift.com/products/36x16x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-15,boxes,Boxes - Corrugated,64.69,25-to-75,200,23.45,POUNDS,10-to-50-lb,36,16,5,15,catalog approved,active,in stock,100
361812,"36x18x12 ECT-32 Kraft Corrugated Boxes - Strong Single Wall, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/361812-36x18x12-ect-32-kraft-corrugated-boxes-strong-single-wall-bundle-of-15/,https://packrift.com/products/36x18x12-ect-32-kraft-corrugated-boxes-strong-single-wall-bundle-of-15,boxes,Boxes - Corrugated,57.39,25-to-75,400,36.6,POUNDS,10-to-50-lb,36,18,12,15,catalog approved,active,in stock,100
361818,36x18x18 ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 15,https://packrift.github.io/sku-evidence-cards/sku/361818-36x18x18-ect-32-kraft-corrugated-boxes-bulk-bundle-of-15/,https://packrift.com/products/36x18x18-ect-32-kraft-corrugated-boxes-bulk-bundle-of-15,boxes,Boxes - Corrugated,68.99,25-to-75,500,39.9,POUNDS,10-to-50-lb,36,18,18,15,catalog approved,active,in stock,100
36186,"36x18x6"" ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/36186-36x18x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-15/,https://packrift.com/products/36x18x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-15,boxes,Boxes - Corrugated,76.78,75-to-200,400,27.32,POUNDS,10-to-50-lb,36,18,6,15,catalog approved,active,in stock,100
362012,36x20x12 ECT-32 Kraft Corrugated Shipping Boxes - Bundle of 15,https://packrift.github.io/sku-evidence-cards/sku/362012-36x20x12-ect-32-kraft-corrugated-shipping-boxes-bundle-of-15/,https://packrift.com/products/36x20x12-ect-32-kraft-corrugated-shipping-boxes-bundle-of-15,boxes,Boxes - Corrugated,105.57,75-to-200,300,39.24,POUNDS,10-to-50-lb,36,20,12,15,catalog approved,active,in stock,100
362015,36x20x15 ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 10,https://packrift.github.io/sku-evidence-cards/sku/362015-36x20x15-ect-32-kraft-corrugated-boxes-bulk-bundle-of-10/,https://packrift.com/products/36x20x15-ect-32-kraft-corrugated-boxes-bulk-bundle-of-10,boxes,Boxes - Corrugated,89.37,75-to-200,200,27.8,POUNDS,10-to-50-lb,36,20,15,10,catalog approved,active,in stock,100
36209,"36x20x9"" ECT-32 Kraft Corrugated Boxes - 15 Pack Bundle",https://packrift.github.io/sku-evidence-cards/sku/36209-36x20x9-ect-32-kraft-corrugated-boxes-15-pack-bundle/,https://packrift.com/products/36x20x9-ect-32-kraft-corrugated-boxes-15-pack-bundle,boxes,Boxes - Corrugated,104.51,75-to-200,400,34.07,POUNDS,10-to-50-lb,36,20,9,15,catalog approved,active,in stock,100
362110,"36x21x10 ECT-32 Kraft Wardrobe Box - Hanger-Ready Shipping, 10-Pack",https://packrift.github.io/sku-evidence-cards/sku/362110-36x21x10-ect-32-kraft-wardrobe-box-hanger-ready-shipping-10-pack/,https://packrift.com/products/36x21x10-ect-32-kraft-wardrobe-box-hanger-ready-shipping-10-pack,boxes,Boxes - Corrugated,67.94,25-to-75,300,24.28,POUNDS,10-to-50-lb,36,21,10,0,catalog approved,active,in stock,100
362120,"36x21x20 ECT-32 Kraft Wardrobe Boxes - Hanger-Ready Storage, Bundle of 5",https://packrift.github.io/sku-evidence-cards/sku/362120-36x21x20-ect-32-kraft-wardrobe-boxes-hanger-ready-storage-bundle-of-5/,https://packrift.com/products/36x21x20-ect-32-kraft-wardrobe-boxes-hanger-ready-storage-bundle-of-5,boxes,Boxes - Corrugated,29.62,25-to-75,400,16.82,POUNDS,10-to-50-lb,36,21,20,5,catalog approved,active,in stock,100
362410,"36x24x10 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/362410-36x24x10-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x24x10-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,boxes,Boxes - Corrugated,78.79,75-to-200,200,35.22,POUNDS,10-to-50-lb,36,24,10,10,catalog approved,active,in stock,100
362412,"36x24x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/362412-36x24x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x24x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,boxes,Boxes - Corrugated,50.11,25-to-75,496,32.2,POUNDS,10-to-50-lb,36,24,12,10,catalog approved,active,in stock,100
362418,36x24x18 ECT-32 Kraft Corrugated Boxes - Bulk Bundle of 10,https://packrift.github.io/sku-evidence-cards/sku/362418-36x24x18-ect-32-kraft-corrugated-boxes-bulk-bundle-of-10/,https://packrift.com/products/36x24x18-ect-32-kraft-corrugated-boxes-bulk-bundle-of-10,boxes,Boxes - Corrugated,83.84,75-to-200,100,35.22,POUNDS,10-to-50-lb,36,24,18,10,catalog approved,active,in stock,100
362420,"36x24x20 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 5",https://packrift.github.io/sku-evidence-cards/sku/362420-36x24x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-5/,https://packrift.com/products/36x24x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-5,boxes,Boxes - Corrugated,30.78,25-to-75,498,20.2,POUNDS,10-to-50-lb,36,24,20,5,catalog approved,active,in stock,100
362424,"36x24x24 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/sku-evidence-cards/sku/362424-36x24x24-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/36x24x24-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-5,boxes,Boxes - Corrugated,33.27,25-to-75,500,21.5,POUNDS,10-to-50-lb,36,24,24,5,catalog approved,active,in stock,100
36244,"36x24x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/36244-36x24x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-10/,https://packrift.com/products/36x24x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-10,boxes,Boxes - Corrugated,44.03,25-to-75,499,26.36,POUNDS,10-to-50-lb,36,24,4,10,catalog approved,active,in stock,100
36246,"36x24x6 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/36246-36x24x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-10/,https://packrift.com/products/36x24x6-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-10,boxes,Boxes - Corrugated,44.25,25-to-75,500,26.8,POUNDS,10-to-50-lb,36,24,6,10,catalog approved,active,in stock,100
36248,36x24x8 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/sku-evidence-cards/sku/36248-36x24x8-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/36x24x8-ect-32-kraft-corrugated-boxes-bundle-of-10,boxes,Boxes - Corrugated,65.4,25-to-75,500,28.42,POUNDS,10-to-50-lb,36,24,8,10,catalog approved,active,in stock,100
363012,"36x30x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/363012-36x30x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-15/,https://packrift.com/products/36x30x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-15,boxes,Boxes - Corrugated,135.2,75-to-200,400,60.02,POUNDS,50-plus-lb,36,30,12,15,catalog approved,active,in stock,100
3644,"36x4x4 ECT-32 Kraft Corrugated Boxes - Easy Pack Long Items, 25/Bundle",https://packrift.github.io/sku-evidence-cards/sku/3644-36x4x4-ect-32-kraft-corrugated-boxes-easy-pack-long-items-25-bundle/,https://packrift.com/products/36x4x4-ect-32-kraft-corrugated-boxes-easy-pack-long-items-25-bundle,boxes,Boxes - Corrugated,41.08,25-to-75,500,12.58,POUNDS,10-to-50-lb,36,4,4,0,catalog approved,active,in stock,100
36524FOL,"36x5x24 ECT-32 Kraft Side Loading Boxes - Full Overlap, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/36524fol-36x5x24-ect-32-kraft-side-loading-boxes-full-overlap-bundle-of-20/,https://packrift.com/products/36x5x24-ect-32-kraft-side-loading-boxes-full-overlap-bundle-of-20,boxes,Boxes - Corrugated,78.7,75-to-200,500,42.8,POUNDS,10-to-50-lb,36,5,24,20,catalog approved,active,in stock,100
36530FOL,"36x5x30 ECT-32 Kraft Side Loading Boxes - Full Overlap Flaps, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/36530fol-36x5x30-ect-32-kraft-side-loading-boxes-full-overlap-flaps-bundle-of-20/,https://packrift.com/products/36x5x30-ect-32-kraft-side-loading-boxes-full-overlap-flaps-bundle-of-20,boxes,Boxes - Corrugated,76.45,75-to-200,500,47.2,POUNDS,10-to-50-lb,36,5,30,20,catalog approved,active,in stock,100
36536FOL,36x5x36 ECT-32 Side Loading Boxes Full Overlap - Bundle of 20,https://packrift.github.io/sku-evidence-cards/sku/36536fol-36x5x36-ect-32-side-loading-boxes-full-overlap-bundle-of-20/,https://packrift.com/products/36x5x36-ect-32-side-loading-boxes-full-overlap-bundle-of-20,boxes,Boxes - Corrugated,88.54,75-to-200,400,57.22,POUNDS,50-plus-lb,36,5,36,20,catalog approved,active,in stock,100
36542FOL,36x5x42 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/sku-evidence-cards/sku/36542fol-36x5x42-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/36x5x42-ect-44-kraft-side-loading-boxes-bundle-of-5,boxes,Boxes - Corrugated,35.62,25-to-75,500,22.02,POUNDS,10-to-50-lb,36,5,42,5,catalog approved,active,in stock,100
36548FOL,36x5x48 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/sku-evidence-cards/sku/36548fol-36x5x48-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/36x5x48-ect-44-kraft-side-loading-boxes-bundle-of-5,boxes,Boxes - Corrugated,58.9,25-to-75,500,23.22,POUNDS,10-to-50-lb,36,5,48,5,catalog approved,active,in stock,100
3666,"36x6x6 ECT-32 Kraft Corrugated Boxes - Long Format Shipping, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/3666-36x6x6-ect-32-kraft-corrugated-boxes-long-format-shipping-bundle-of-25/,https://packrift.com/products/36x6x6-ect-32-kraft-corrugated-boxes-long-format-shipping-bundle-of-25,boxes,Boxes - Corrugated,46.06,25-to-75,400,19.16,POUNDS,10-to-50-lb,36,6,6,25,catalog approved,active,in stock,100
3684,36x8x4 ECT-32 Kraft Corrugated Long Boxes - 25-Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/3684-36x8x4-ect-32-kraft-corrugated-long-boxes-ai-25-pack-bundle/,https://packrift.com/products/36x8x4-ect-32-kraft-corrugated-long-boxes-ai-25-pack-bundle,boxes,Boxes - Corrugated,54.66,25-to-75,400,20.28,POUNDS,10-to-50-lb,36,8,4,0,catalog approved,active,in stock,100
3688,"36x8x8 ECT-32 Kraft Corrugated Boxes - Easy-Pack Long Format, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/3688-36x8x8-ect-32-kraft-corrugated-boxes-easy-pack-long-format-bundle-of-25/,https://packrift.com/products/36x8x8-ect-32-kraft-corrugated-boxes-easy-pack-long-format-bundle-of-25,boxes,Boxes - Corrugated,43.88,25-to-75,500,26.55,POUNDS,10-to-50-lb,36,8,8,25,catalog approved,active,in stock,100
38826FPFOL,"38x8x26"" ECT-48 Double Wall Flat Panel TV Box - Bundle of 5",https://packrift.github.io/sku-evidence-cards/sku/38826fpfol-38x8x26-ect-48-double-wall-flat-panel-tv-box-bundle-of-5/,https://packrift.com/products/38x8x26-ect-48-double-wall-flat-panel-tv-box-bundle-of-5,boxes,Boxes - Corrugated,86.12,75-to-200,200,23.42,POUNDS,10-to-50-lb,38,8,26,5,catalog approved,active,in stock,100
401010,"40x10x10 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 15 Bundle",https://packrift.github.io/sku-evidence-cards/sku/401010-40x10x10-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-15/,https://packrift.com/products/40x10x10-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-15,boxes,Boxes - Corrugated,66.24,25-to-75,400,22.67,POUNDS,10-to-50-lb,40,10,10,15,catalog approved,active,in stock,100
401212,40x12x12 ECT-32 Kraft Long Corrugated Boxes - 15/Bundle,https://packrift.github.io/sku-evidence-cards/sku/401212-40x12x12-ect-32-kraft-long-corrugated-boxes-15-bundle/,https://packrift.com/products/40x12x12-ect-32-kraft-long-corrugated-boxes-15-bundle,boxes,Boxes - Corrugated,46.67,25-to-75,500,25.68,POUNDS,10-to-50-lb,40,12,12,0,catalog approved,active,in stock,100
401414,"40x14x14 ECT-32 Kraft Long Corrugated Boxes - Easy Pack, 15-Bundle",https://packrift.github.io/sku-evidence-cards/sku/401414-40x14x14-ect-32-kraft-long-corrugated-boxes-ai-easy-pack-15-bundle/,https://packrift.com/products/40x14x14-ect-32-kraft-long-corrugated-boxes-ai-easy-pack-15-bundle,boxes,Boxes - Corrugated,94.42,75-to-200,200,32.52,POUNDS,10-to-50-lb,40,14,14,0,catalog approved,active,in stock,100
40188,"40x18x8"" ECT-32 Kraft Corrugated Boxes - Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/40188-40x18x8-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/40x18x8-ect-32-kraft-corrugated-boxes-bundle-of-10,boxes,Boxes - Corrugated,36.79,25-to-75,500,22.62,POUNDS,10-to-50-lb,40,18,8,10,catalog approved,active,in stock,100
402020,"40x20x20 ECT-32 Kraft Corrugated Boxes - Bulk Shipping, 10-Pack",https://packrift.github.io/sku-evidence-cards/sku/402020-40x20x20-ect-32-kraft-corrugated-boxes-bulk-shipping-10-pack/,https://packrift.com/products/40x20x20-ect-32-kraft-corrugated-boxes-bulk-shipping-10-pack,boxes,Boxes - Corrugated,97.14,75-to-200,300,33.84,POUNDS,10-to-50-lb,40,20,20,0,catalog approved,active,in stock,100
40604PCMC,40x60x3.5 Mirror Boxes ECT-32 Kraft Corrugated - 4-Piece Bundle,https://packrift.github.io/sku-evidence-cards/sku/40604pcmc-40x60x3-5-mirror-boxes-ect-32-kraft-corrugated-4-piece-bundle/,https://packrift.com/products/40x60x3-5-mirror-boxes-ect-32-kraft-corrugated-4-piece-bundle,boxes,Boxes - Corrugated,12.58,under-25,500,4.84,POUNDS,1-to-10-lb,40,60,3.5,0,catalog approved,active,in stock,100
4066,"40x6x6 ECT-32 Kraft Corrugated Long Boxes - Easy Pack, 25-Bundle",https://packrift.github.io/sku-evidence-cards/sku/4066-40x6x6-ect-32-kraft-corrugated-long-boxes-easy-pack-25-bundle/,https://packrift.com/products/40x6x6-ect-32-kraft-corrugated-long-boxes-easy-pack-25-bundle,boxes,Boxes - Corrugated,73.55,25-to-75,500,19.16,POUNDS,10-to-50-lb,40,6,6,0,catalog approved,active,in stock,100
4088,"40x8x8 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/4088-40x8x8-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack/,https://packrift.com/products/40x8x8-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack,boxes,Boxes - Corrugated,53.08,25-to-75,500,29.45,POUNDS,10-to-50-lb,40,8,8,0,catalog approved,active,in stock,100
42116,42x11x6 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 20,https://packrift.github.io/sku-evidence-cards/sku/42116-42x11x6-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-20/,https://packrift.com/products/42x11x6-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-20,boxes,Boxes - Corrugated,80.97,75-to-200,500,27.8,POUNDS,10-to-50-lb,42,11,6,20,catalog approved,active,in stock,100
441212,"44x12x12 ECT-32 Kraft Corrugated Long Boxes - Easy-Pack Design, 15 Bundle",https://packrift.github.io/sku-evidence-cards/sku/441212-44x12x12-ect-32-kraft-corrugated-long-boxes-easy-pack-design-bundle-of-15/,https://packrift.com/products/44x12x12-ect-32-kraft-corrugated-long-boxes-easy-pack-design-bundle-of-15,boxes,Boxes - Corrugated,77.42,75-to-200,500,31.73,POUNDS,10-to-50-lb,44,12,12,15,catalog approved,active,in stock,100
4416,4x4x16 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/4416-4x4x16-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/4x4x16-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,23.36,under-25,400,6.46,POUNDS,1-to-10-lb,4,4,16,25,catalog approved,active,in stock,100
4428,4x4x28 ECT-32 Kraft Corrugated Tall Boxes - 25-Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/4428-4x4x28-ect-32-kraft-corrugated-tall-boxes-25-pack-bundle/,https://packrift.com/products/4x4x28-ect-32-kraft-corrugated-tall-boxes-25-pack-bundle,boxes,Boxes - Corrugated,29.3,25-to-75,400,9.94,POUNDS,1-to-10-lb,4,4,28,0,catalog approved,active,in stock,100
4432,4x4x32 ECT-32 Kraft Corrugated Boxes - 25 Bundle | Tall Shipping Cartons,https://packrift.github.io/sku-evidence-cards/sku/4432-4x4x32-ect-32-kraft-corrugated-boxes-25-bundle-tall-shipping-cartons/,https://packrift.com/products/4x4x32-ect-32-kraft-corrugated-boxes-25-bundle-tall-shipping-cartons,boxes,Boxes - Corrugated,51.84,25-to-75,400,12.36,POUNDS,10-to-50-lb,4,4,32,25,catalog approved,active,in stock,100
446,"4x4x6 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/446-4x4x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/4x4x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,10.81,under-25,400,3.4,POUNDS,1-to-10-lb,4,4,6,0,catalog approved,active,in stock,100
45NUTDIS,45 Cu Ft Loose Fill Dispenser - Ceiling Mount Packing Peanut Dispenser,https://packrift.github.io/sku-evidence-cards/sku/45nutdis-45-cu-ft-loose-fill-dispenser-ceiling-mount-packing-peanut-dispenser/,https://packrift.com/products/45-cu-ft-loose-fill-dispenser-ceiling-mount-packing-peanut-dispenser,void fill,"Bubble, Foam & Cushioning",277.05,200-plus,100,10.04,POUNDS,10-to-50-lb,0,0,0,0,catalog approved,active,in stock,100
462012,"46x20x12"" ECT-32 Kraft Corrugated Boxes - Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/462012-46x20x12-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/46x20x12-ect-32-kraft-corrugated-boxes-bundle-of-10,boxes,Boxes - Corrugated,104.84,75-to-200,400,31.42,POUNDS,10-to-50-lb,46,20,12,10,catalog approved,active,in stock,100
46830FPFOL,"46x8x30 ECT-51 Double Wall TV Box - Full Overlap Kraft Carton, Bundle of 5",https://packrift.github.io/sku-evidence-cards/sku/46830fpfol-46x8x30-ect-51-double-wall-tv-box-full-overlap-kraft-carton-bundle-of-5/,https://packrift.com/products/46x8x30-ect-51-double-wall-tv-box-full-overlap-kraft-carton-bundle-of-5,boxes,Boxes - Corrugated,104.82,75-to-200,100,29.14,POUNDS,10-to-50-lb,46,8,30,5,catalog approved,active,in stock,100
481010,"48x10x10 ECT-32 Kraft Corrugated Boxes - Easy-Pack Long Format, 20-Bundle",https://packrift.github.io/sku-evidence-cards/sku/481010-48x10x10-ect-32-kraft-corrugated-boxes-ai-easy-pack-long-format-20-bundle/,https://packrift.com/products/48x10x10-ect-32-kraft-corrugated-boxes-ai-easy-pack-long-format-20-bundle,boxes,Boxes - Corrugated,83.95,75-to-200,500,33.44,POUNDS,10-to-50-lb,48,10,10,0,catalog approved,active,in stock,100
481212,"48x12x12"" ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 10 Bundle",https://packrift.github.io/sku-evidence-cards/sku/481212-48x12x12-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-10/,https://packrift.com/products/48x12x12-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-10,boxes,Boxes - Corrugated,34.98,25-to-75,500,21.82,POUNDS,10-to-50-lb,48,12,12,10,catalog approved,active,in stock,100
48126,"48x12x6 ECT-32 Kraft Corrugated Boxes - Long-Length Shipping, 20 Bundle",https://packrift.github.io/sku-evidence-cards/sku/48126-48x12x6-ect-32-kraft-corrugated-boxes-ai-long-length-shipping-bundle-of-20/,https://packrift.com/products/48x12x6-ect-32-kraft-corrugated-boxes-ai-long-length-shipping-bundle-of-20,boxes,Boxes - Corrugated,89.07,75-to-200,500,31.3,POUNDS,10-to-50-lb,48,12,6,20,catalog approved,active,in stock,100
481616,"48x16x16 ECT-32 Kraft Corrugated Boxes - Long Side Opening, 10 Bundle",https://packrift.github.io/sku-evidence-cards/sku/481616-48x16x16-ect-32-kraft-corrugated-boxes-long-side-opening-bundle-of-10/,https://packrift.com/products/48x16x16-ect-32-kraft-corrugated-boxes-long-side-opening-bundle-of-10,boxes,Boxes - Corrugated,69.69,25-to-75,400,29.62,POUNDS,10-to-50-lb,48,16,16,10,catalog approved,active,in stock,100
482412,"48x24x12 ECT-32 Kraft Corrugated Boxes - Heavy Duty Shipping, Bundle of 10",https://packrift.github.io/sku-evidence-cards/sku/482412-48x24x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/48x24x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,boxes,Boxes - Corrugated,87.93,75-to-200,400,38.4,POUNDS,10-to-50-lb,48,24,12,10,catalog approved,active,in stock,100
48248,48x24x8 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 10,https://packrift.github.io/sku-evidence-cards/sku/48248-48x24x8-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-10/,https://packrift.com/products/48x24x8-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-10,boxes,Boxes - Corrugated,112.09,75-to-200,300,32.06,POUNDS,10-to-50-lb,48,24,8,10,catalog approved,active,in stock,100
