sku,title,family,product_type,product_url,page_url,price,inventory,material_signals,color_signals,closure_signals,printer_signals,strength_signals,pack_count_signals,source_fingerprint
G11091G,"8 x 4"" White 13 Pt. Shipping Tags - Tear-Resistant, Case of 500",labels,Tags,https://packrift.com/products/8-x-4-white-13-pt-shipping-tags-tear-resistant-case-of-500,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11091g-8-x-4-white-13-pt-shipping-tags-tear-resistant-case-of-500/,63.32,100,white,white,,,,case of 500,09c7d270e3852774
G11091J,"4x8"" 13 Pt. Pink Shipping Tags - Durable Cardstock, Case of 500",labels,Tags,https://packrift.com/products/4x8-13-pt-pink-shipping-tags-durable-cardstock-case-of-500,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11091j-4x8-13-pt-pink-shipping-tags-durable-cardstock-case-of-500/,63.32,100,,pink,,,,case of 500,f6ab35f1fa727258
G11092C,"8x4"" Yellow 13 Pt. Shipping Tags Pre-Strung - Case of 500",labels,Tags,https://packrift.com/products/8x4-yellow-13-pt-shipping-tags-pre-strung-case-of-500,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11092c-8x4-yellow-13-pt-shipping-tags-pre-strung-case-of-500/,69.23,100,,yellow,,,,case of 500,9a34f2f874bef020
G11092D,"8x4"" Green 13 Pt. Shipping Tags Pre-Strung - Case of 500",labels,Tags,https://packrift.com/products/8x4-green-13-pt-shipping-tags-pre-strung-case-of-500,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11092d-8x4-green-13-pt-shipping-tags-pre-strung-case-of-500/,69.23,100,,green,,,,case of 500,cee84c0e9cba29de
G11092F,"8x4"" Gray 13 Pt. Shipping Tags Pre-Strung - 500/Case",labels,Tags,https://packrift.com/products/8x4-gray-13-pt-shipping-tags-pre-strung-500-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11092f-8x4-gray-13-pt-shipping-tags-pre-strung-500-case/,79.07,100,,gray,,,,500/case,50cdb413fe3b4fb3
G11092J,"8x4"" Pink 13pt Shipping Tags Pre-Strung - 500/Case",labels,Tags,https://packrift.com/products/8x4-pink-13pt-shipping-tags-pre-strung-500-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11092j-8x4-pink-13pt-shipping-tags-pre-strung-500-case/,69.23,100,,pink,,,,500/case,212975956d2c3231
G11093B,"4x8"" 13pt Light Blue Pre-Wired Shipping Tags - 500/Case",labels,Tags,https://packrift.com/products/4x8-13pt-light-blue-pre-wired-shipping-tags-500-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11093b-4x8-13pt-light-blue-pre-wired-shipping-tags-500-case/,87.03,100,,blue,,,,500/case,0b9f08ccec4fcc94
G11093F,"8x4"" Gray 13 Pt. Shipping Tags - Pre-Wired, Case of 500",labels,Tags,https://packrift.com/products/8x4-gray-13-pt-shipping-tags-pre-wired-case-of-500,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11093f-8x4-gray-13-pt-shipping-tags-pre-wired-case-of-500/,87.03,100,,gray,,,,case of 500,c913a394a0df054a
G11093H,"8x4"" Orange 13 Pt. Shipping Tags Pre-Wired - 500/Case",labels,Tags,https://packrift.com/products/8x4-orange-13-pt-shipping-tags-pre-wired-500-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g11093h-8x4-orange-13-pt-shipping-tags-pre-wired-500-case/,87.03,100,,orange,,,,500/case,1cc353e7edc30cce
G12011B,"2 3/4"" x 1 3/8"" Fluorescent Green 13 Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12011b-2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-1000-case/,46.29,200,,green,,,,1000/case,671c72ef9494d301
G12011E,"2 3/4 x 1 3/8"" Fluorescent Pink 13 Pt. Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-pink-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12011e-2-3-4-x-1-3-8-fluorescent-pink-13-pt-shipping-tags-1000-case/,46.29,100,,pink,,,,1000/case,1baa217f3ccb12be
G12012A,"2 3/4 x 1 3/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12012a-2-3-4-x-1-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000/,61.99,100,,yellow,,,,case of 1000,7ca58f1bfb3a96b7
G12012B,"2 3/4"" x 1 3/8"" Fluorescent Green 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12012b-2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000/,61.99,100,,green,,,,case of 1000,05ee2f96cf95f48f
G12012C,"2 3/4 x 1 3/8"" Fluorescent Red 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-red-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12012c-2-3-4-x-1-3-8-fluorescent-red-13-pt-shipping-tags-pre-strung-case-of-1000/,61.99,100,,red,,,,case of 1000,a26ca2eea73ceff4
G12013A,"2 3/4 x 1 3/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12013a-2-3-4-x-1-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-case-of-1000/,71.29,100,,yellow,,,,case of 1000,bd658fc407764d99
G12013B,"2 3/4 x 1 3/8"" Fluorescent Green 13 Pt Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12013b-2-3-4-x-1-3-8-fluorescent-green-13-pt-shipping-tags-pre-wired-case-of-1000/,71.29,100,,green,,,,case of 1000,e975b8097bd20cf3
G12013E,"2 3/4"" x 1 3/8"" Fluorescent Pink 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12013e-2-3-4-x-1-3-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000/,71.29,100,,pink,,,,case of 1000,1fac43b9e7087630
G12022A,3.25 x 1.625 Fluorescent Yellow 13Pt Shipping Tags Pre-Strung 1000/Case,labels,Tags,https://packrift.com/products/3-25-x-1-625-fluorescent-yellow-13pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12022a-3-25-x-1-625-fluorescent-yellow-13pt-shipping-tags-pre-strung-1000-case/,64.4,100,,yellow,,,,1000/case,ae2972e9ddbfdd38
G12022C,"3 1/4x1 5/8"" Fluorescent Red 13 Pt Shipping Tags Pre-Strung 1000/Case",labels,Tags,https://packrift.com/products/3-1-4x1-5-8-fluorescent-red-13-pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12022c-3-1-4x1-5-8-fluorescent-red-13-pt-shipping-tags-pre-strung-1000-case/,64.4,100,,red,,,,1000/case,19623d45734e24a0
G12022D,"3.25x1.625"" Fluorescent Orange 13Pt Shipping Tags Pre-Strung 1000/Case",labels,Tags,https://packrift.com/products/3-25x1-625-fluorescent-orange-13pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12022d-3-25x1-625-fluorescent-orange-13pt-shipping-tags-pre-strung-1000-case/,64.4,100,,orange,,,,1000/case,dc719cb5a4ad8361
G12022E,"3 1/4 x 1 5/8"" Fluorescent Pink 13 Pt. Shipping Tags - Pre-Strung, 1000/Case",labels,Tags,https://packrift.com/products/3-1-4-x-1-5-8-fluorescent-pink-13-pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12022e-3-1-4-x-1-5-8-fluorescent-pink-13-pt-shipping-tags-pre-strung-1000-case/,64.4,100,,pink,,,,1000/case,bea2c200a0e5f26f
G12023C,"3 1/4 x 1 5/8"" Fluorescent Red 13 Pt Shipping Tags Pre-Wired Case 1000",labels,Tags,https://packrift.com/products/3-1-4-x-1-5-8-fluorescent-red-13-pt-shipping-tags-pre-wired-case-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12023c-3-1-4-x-1-5-8-fluorescent-red-13-pt-shipping-tags-pre-wired-case-1000/,74.06,100,,red,,,,,7253b10f78933506
G12031A,"3 3/4"" x 1 7/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-yellow-13-pt-shipping-tags-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12031a-3-3-4-x-1-7-8-fluorescent-yellow-13-pt-shipping-tags-case-of-1000/,50.92,200,,yellow,,,,case of 1000,ff77f6302346d879
G12031B,"3 3/4"" x 1 7/8"" Fluorescent Green 13 Pt. Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-green-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12031b-3-3-4-x-1-7-8-fluorescent-green-13-pt-shipping-tags-1000-case/,50.92,100,,green,,,,1000/case,4862d39f8d4ddd95
G12031C,"3 3/4"" x 1 7/8"" Fluorescent Red 13pt Shipping Tags - High-Visibility, Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-red-13pt-shipping-tags-high-visibility-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12031c-3-3-4-x-1-7-8-fluorescent-red-13pt-shipping-tags-high-visibility-case-of-1000/,50.92,100,,red,,,,case of 1000,22d39aa5cd7dd5b9
G12031E,"3 3/4"" x 1 7/8"" Fluorescent Pink 13 Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-pink-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12031e-3-3-4-x-1-7-8-fluorescent-pink-13-pt-shipping-tags-1000-case/,50.92,100,,pink,,,,1000/case,831820bc42d0a143
G12032B,"3 3/4"" x 1 7/8"" Fluorescent Green 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12032b-3-3-4-x-1-7-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000/,75.91,100,,green,,,,case of 1000,6719a713f24aa246
G12032D,"3.75x1.875"" Fluorescent Orange 13 Pt Shipping Tags Pre-Strung 1000/Case",labels,Tags,https://packrift.com/products/3-75x1-875-fluorescent-orange-13-pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12032d-3-75x1-875-fluorescent-orange-13-pt-shipping-tags-pre-strung-1000-case/,75.91,100,,orange,,,,1000/case,c17ab3635c31a985
G12032E,"3 3/4"" x 1 7/8"" Fluorescent Pink 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-pink-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12032e-3-3-4-x-1-7-8-fluorescent-pink-13-pt-shipping-tags-pre-strung-case-of-1000/,75.91,100,,pink,,,,case of 1000,90ed1db0ff95876a
G12033D,"3 3/4"" x 1 7/8"" Fluorescent Orange 13 Pt. Pre-Wired Shipping Tags - Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-orange-13-pt-pre-wired-shipping-tags-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12033d-3-3-4-x-1-7-8-fluorescent-orange-13-pt-pre-wired-shipping-tags-case-of-1000/,75.91,100,,orange,,,,case of 1000,a3103598425b264d
G12033E,"3 3/4"" x 1 7/8"" Fluorescent Pink 13 Pt. Pre-Wired Shipping Tags - Case of 1000",labels,Tags,https://packrift.com/products/3-3-4-x-1-7-8-fluorescent-pink-13-pt-pre-wired-shipping-tags-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12033e-3-3-4-x-1-7-8-fluorescent-pink-13-pt-pre-wired-shipping-tags-case-of-1000/,75.91,100,,pink,,,,case of 1000,e3c6fc5d96c78648
G12041C,"4 1/4"" x 2 1/8"" Fluorescent Red 13 Pt. Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/4-1-4-x-2-1-8-fluorescent-red-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12041c-4-1-4-x-2-1-8-fluorescent-red-13-pt-shipping-tags-1000-case/,52.77,100,,red,,,,1000/case,9ae82e4286626597
G12042A,"4.25x2.13"" Fluorescent Yellow 13pt Shipping Tags Pre-Strung Case 1000",labels,Tags,https://packrift.com/products/4-25x2-13-fluorescent-yellow-13pt-shipping-tags-pre-strung-case-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12042a-4-25x2-13-fluorescent-yellow-13pt-shipping-tags-pre-strung-case-1000/,77.76,100,,yellow,,,,,c95b7e8cc2b7728b
G12042B,"4.25x2.13"" Fluorescent Green 13pt Shipping Tags - Pre-Strung, Case/1000",labels,Tags,https://packrift.com/products/4-25x2-13-fluorescent-green-13pt-shipping-tags-pre-strung-case-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12042b-4-25x2-13-fluorescent-green-13pt-shipping-tags-pre-strung-case-1000/,77.76,100,,green,,,,,7bd059e939b1a860
G12042D,"4.25x2.13"" Fluorescent Orange 13pt Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/4-25x2-13-fluorescent-orange-13pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12042d-4-25x2-13-fluorescent-orange-13pt-shipping-tags-pre-strung-case-of-1000/,77.76,100,,orange,,,,case of 1000,b926ec8711b28942
G12043A,"4.25"" x 2.13"" Fluorescent Yellow 13 Pt. Pre-Wired Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/4-25-x-2-13-fluorescent-yellow-13-pt-pre-wired-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12043a-4-25-x-2-13-fluorescent-yellow-13-pt-pre-wired-shipping-tags-1000-case/,77.76,100,,yellow,,,,1000/case,7adfa294322b2cba
G12043D,"4 1/4 x 2 1/8"" Fluorescent Orange 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/4-1-4-x-2-1-8-fluorescent-orange-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12043d-4-1-4-x-2-1-8-fluorescent-orange-13-pt-shipping-tags-pre-wired-case-of-1000/,77.76,100,,orange,,,,case of 1000,0b12eb63e13715d7
G12043E,"4 1/4 x 2 1/8"" Fluorescent Pink 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/4-1-4-x-2-1-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12043e-4-1-4-x-2-1-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000/,77.76,100,,pink,,,,case of 1000,37adb06524879e2b
G12051A,"4 3/4"" x 2 3/8"" Fluorescent Yellow 13 Pt. Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12051a-4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-1000-case/,58.33,100,,yellow,,,,1000/case,1e8da4183eddb305
G12051B,"4 3/4"" x 2 3/8"" Fluorescent Green 13 Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-green-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12051b-4-3-4-x-2-3-8-fluorescent-green-13-pt-shipping-tags-1000-case/,58.33,100,,green,,,,1000/case,ca250673f3953463
G12051C,"4 3/4"" x 2 3/8"" Fluorescent Red 13 Pt. Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-red-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12051c-4-3-4-x-2-3-8-fluorescent-red-13-pt-shipping-tags-1000-case/,58.33,100,,red,,,,1000/case,921eba687980554d
G12051D,"4 3/4 x 2 3/8"" Fluorescent Orange Shipping Tags - 13 Pt, Case of 1000",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-orange-shipping-tags-13-pt-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12051d-4-3-4-x-2-3-8-fluorescent-orange-shipping-tags-13-pt-case-of-1000/,58.33,100,,orange,,,,case of 1000,24214ad893b9e7e4
G12052A,"4 3/4 x 2 3/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12052a-4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000/,83.32,100,,yellow,,,,case of 1000,dbf20d073e285733
G12053A,"4 3/4"" x 2 3/8"" Fluorescent Yellow 13 Pt Shipping Tags - Pre-Wired, Case/1000",labels,Tags,https://packrift.com/products/4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-case-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12053a-4-3-4-x-2-3-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-case-1000/,83.32,300,,yellow,,,,,4f63ed8dd2106bea
G12061B,"5 1/4"" x 2 5/8"" Fluorescent Green 13 Pt. Shipping Tags - High-Visibility, Case of 1000",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-high-visibility-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12061b-5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-high-visibility-case-of-1000/,56.35,100,,green,,,,case of 1000,9994108bd3ff0f61
G12061E,"5 1/4 x 2 5/8"" Fluorescent Pink 13 Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-pink-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12061e-5-1-4-x-2-5-8-fluorescent-pink-13-pt-shipping-tags-1000-case/,56.35,100,,pink,,,,1000/case,d335e061a7565d3d
G12062A,"5 1/4 x 2 5/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12062a-5-1-4-x-2-5-8-fluorescent-yellow-13-pt-shipping-tags-pre-strung-case-of-1000/,78.09,100,,yellow,,,,case of 1000,1a69fd54979df253
G12062B,"5 1/4 x 2 5/8"" Fluorescent Green 13 Pt. Shipping Tags Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12062b-5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-pre-strung-case-of-1000/,78.09,100,,green,,,,case of 1000,8ed953f791693e85
G12063B,"5 1/4 x 2 5/8"" Fluorescent Green 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12063b-5-1-4-x-2-5-8-fluorescent-green-13-pt-shipping-tags-pre-wired-case-of-1000/,78.09,100,,green,,,,case of 1000,cf89016fee7cb625
G12063E,"5 1/4"" x 2 5/8"" Fluorescent Pink 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/5-1-4-x-2-5-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12063e-5-1-4-x-2-5-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000/,78.09,100,,pink,,,,case of 1000,cfbd5e77c62493d6
G12071A,"5 3/4 x 2 7/8"" Fluorescent Yellow 13 Pt. Shipping Tags - High-Visibility, Case of 1000",labels,Tags,https://packrift.com/products/5-3-4-x-2-7-8-fluorescent-yellow-13-pt-shipping-tags-high-visibility-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12071a-5-3-4-x-2-7-8-fluorescent-yellow-13-pt-shipping-tags-high-visibility-case-of-1000/,70.04,100,,yellow,,,,case of 1000,653c7c07f2edd87c
G12071C,"5 3/4 x 2 7/8"" Fluorescent Red 13 Pt. Shipping Tags - High-Visibility, Case of 1000",labels,Tags,https://packrift.com/products/5-3-4-x-2-7-8-fluorescent-red-13-pt-shipping-tags-high-visibility-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12071c-5-3-4-x-2-7-8-fluorescent-red-13-pt-shipping-tags-high-visibility-case-of-1000/,70.04,100,,red,,,,case of 1000,8dcda182d9abb5d0
G12072E,5 3/4x2 7/8 Fluorescent Pink 13Pt Shipping Tags Pre-Strung 1000/Case,labels,Tags,https://packrift.com/products/5-3-4x2-7-8-fluorescent-pink-13pt-shipping-tags-pre-strung-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12072e-5-3-4x2-7-8-fluorescent-pink-13pt-shipping-tags-pre-strung-1000-case/,91.77,100,,pink,,,,1000/case,a4a84c31cddad9f3
G12073B,"5 3/4"" x 2 7/8"" Fluorescent Green 13 Pt. Pre-Wired Shipping Tags - Case of 1000",labels,Tags,https://packrift.com/products/5-3-4-x-2-7-8-fluorescent-green-13-pt-pre-wired-shipping-tags-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12073b-5-3-4-x-2-7-8-fluorescent-green-13-pt-pre-wired-shipping-tags-case-of-1000/,91.77,100,,green,,,,case of 1000,ab0fcb8714cea016
G12073E,"5 3/4"" x 2 7/8"" Fluorescent Pink 13 Pt. Shipping Tags Pre-Wired - Case of 1000",labels,Tags,https://packrift.com/products/5-3-4-x-2-7-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12073e-5-3-4-x-2-7-8-fluorescent-pink-13-pt-shipping-tags-pre-wired-case-of-1000/,91.77,100,,pink,,,,case of 1000,282cf62c10755cec
G12081A,"6.25x3.13"" Fluorescent Yellow 13Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/6-25x3-13-fluorescent-yellow-13pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12081a-6-25x3-13-fluorescent-yellow-13pt-shipping-tags-1000-case/,71.65,100,,yellow,,,,1000/case,a96ac86f80216223
G12081C,"6.25x3.13"" Fluorescent Red 13pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/6-25x3-13-fluorescent-red-13pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12081c-6-25x3-13-fluorescent-red-13pt-shipping-tags-1000-case/,71.65,100,,red,,,,1000/case,b3e84dba97beed9f
G12081D,"6 1/4 x 3 1/8"" Fluorescent Orange 13 Pt Shipping Tags - 1000/Case",labels,Tags,https://packrift.com/products/6-1-4-x-3-1-8-fluorescent-orange-13-pt-shipping-tags-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12081d-6-1-4-x-3-1-8-fluorescent-orange-13-pt-shipping-tags-1000-case/,71.65,100,,orange,,,,1000/case,ec66415304839e00
G12082D,"6 1/4 x 3 1/8"" Fluorescent Orange 13 Pt. Shipping Tags - Pre-Strung, Case of 1000",labels,Tags,https://packrift.com/products/6-1-4-x-3-1-8-fluorescent-orange-13-pt-shipping-tags-pre-strung-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12082d-6-1-4-x-3-1-8-fluorescent-orange-13-pt-shipping-tags-pre-strung-case-of-1000/,93.38,100,,orange,,,,case of 1000,c9a84ba0b631bf0c
G12083A,"6 1/4 x 3 1/8"" Fluorescent Yellow 13 Pt. Shipping Tags - Pre-Wired, 1000/Case",labels,Tags,https://packrift.com/products/6-1-4-x-3-1-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-1000-case,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12083a-6-1-4-x-3-1-8-fluorescent-yellow-13-pt-shipping-tags-pre-wired-1000-case/,93.38,400,,yellow,,,,1000/case,ca50d601a4bdecc2
G12083C,"6 1/4"" x 3 1/8"" Fluorescent Red 13 Pt. Shipping Tags - Pre-Wired, Case of 1000",labels,Tags,https://packrift.com/products/6-1-4-x-3-1-8-fluorescent-red-13-pt-shipping-tags-pre-wired-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12083c-6-1-4-x-3-1-8-fluorescent-red-13-pt-shipping-tags-pre-wired-case-of-1000/,93.38,300,,red,,,,case of 1000,046d50f38512894e
G12083E,"6.25x3.13"" Fluorescent Pink 13pt Shipping Tags Pre-Wired - Case/1000",labels,Tags,https://packrift.com/products/6-25x3-13-fluorescent-pink-13pt-shipping-tags-pre-wired-case-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g12083e-6-25x3-13-fluorescent-pink-13pt-shipping-tags-pre-wired-case-1000/,93.38,100,,pink,,,,,934dfa1f1444e350
G13011,"2 3/4 x 1 3/8"" Tyvek Shipping Tags - Tear & Moisture Resistant, Case of 1000",labels,Tags,https://packrift.com/products/2-3-4-x-1-3-8-tyvek-shipping-tags-tear-moisture-resistant-case-of-1000,https://packrift.github.io/exact-attribute-constraint-atlas/skus/g13011-2-3-4-x-1-3-8-tyvek-shipping-tags-tear-moisture-resistant-case-of-1000/,69.18,399,white,white,,,,case of 1000,19dfbc6a603ac4d4
