term,label,url,product_count,family_count,product_type_count,sample_skus
flat ldpe bags,Flat Ldpe Bags,https://packrift.github.io/packaging-vocabulary/terms/flat-ldpe-bags/,321,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
flat pe bags,Flat Pe Bags,https://packrift.github.io/packaging-vocabulary/terms/flat-pe-bags/,321,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
flat storage bags,Flat Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/flat-storage-bags/,321,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
envelopes,Envelopes,https://packrift.github.io/packaging-vocabulary/terms/envelopes/,317,3,2,B853SS25PK EPM11134 B83325PK B807SS25PK EPM13164 PL12 PL11 PL10 PL454 PL452 PL442 PL451 PL2 B854SS B832 PL5 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS PL488
clear ldpe bags,Clear Ldpe Bags,https://packrift.github.io/packaging-vocabulary/terms/clear-ldpe-bags/,312,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
flat polyethylene bags,Flat Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/flat-polyethylene-bags/,308,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
lay flat poly bags,Lay Flat Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/lay-flat-poly-bags/,308,1,1,PB1060 PB2268 PB745 PB440 PB2305 PB445 PB406 PB2350 PB1085 PB459 PMR081015 PB220 PB586 PB511 PB580 PB528 PB945 PB625 PB280 PB605 PB535 PMR121615 PB635 PB1265
labels,Labels,https://packrift.github.io/packaging-vocabulary/terms/labels/,303,1,2,DL610L DL614A DL705 DL1261 LH183 DL632A DL1096 DL615J DL1323 LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC DL611F DL612L DL613L DL614J DL631J DL5154 DL6771 DL6773
shipping tags,Shipping Tags,https://packrift.github.io/packaging-vocabulary/terms/shipping-tags/,284,1,1,G2501 G30061 G11051A G11051E G11051C G10022 G26052W G26059W G30043 G10043 G11053B G10063 G10073 G20003 G20033 G11083C G11051D G30031 G30011 G11051G G11051H G11051F G30081 G11052D
tags,Tags,https://packrift.github.io/packaging-vocabulary/terms/tags/,284,1,1,G2501 G30061 G11051A G11051E G11051C G10022 G26052W G26059W G30043 G10043 G11053B G10063 G10073 G20003 G20033 G11083C G11051D G30031 G30011 G11051G G11051H G11051F G30081 G11052D
packaging supplies,Packaging Supplies,https://packrift.github.io/packaging-vocabulary/terms/packaging-supplies/,280,7,8,P2024KRP6 IB32BPD IB24BPD IB12BPD IB6BPD IB3BPD RB15 S2515K P3018K P3024K P4018K IBB6 P3018W P3024W P4030K P1512K P3036K P2524K P2015K P2018K S1509K P2012W P2015W P3038K
literature mailers,Literature Mailers,https://packrift.github.io/packaging-vocabulary/terms/literature-mailers/,275,2,1,MFL962 MEZ766 M3RB ML881 M962 MEZ1174 ML17112K M1182 ML17112 M1292 M1162 M10102 MEZ1475 MFL1292 MFL1182 MIBM1M MFL882 M1182D ML18123K M1183K M1183 M1293 ML1083 MFL18124
packaging,Packaging,https://packrift.github.io/packaging-vocabulary/terms/packaging/,239,3,3,KP1240 7NUTSB 7NUTSAS 7NUTSW SF12 PL12 KP1860 PL11 PL10 12BNUTS PL454 PL452 PL442 PL451 PL2 PL5 KP2460 KP2440 CP10A KP2450 PL488 BP1840W PL21 PL70
white cardboard mailers,White Cardboard Mailers,https://packrift.github.io/packaging-vocabulary/terms/white-cardboard-mailers/,239,2,1,M322 M522 M422 M332 M622 M331 M432 M532 M433 M333 M533 M722 M733 M1022 M642 M732 MRX4X M1032 M832 M742 M542 M443 MLRCD M842
white corrugated mailers,White Corrugated Mailers,https://packrift.github.io/packaging-vocabulary/terms/white-corrugated-mailers/,239,2,1,M322 M522 M422 M332 M622 M331 M432 M532 M433 M333 M533 M722 M733 M1022 M642 M732 MRX4X M1032 M832 M742 M542 M443 MLRCD M842
shipping,Shipping,https://packrift.github.io/packaging-vocabulary/terms/shipping/,231,3,3,P2024KRP6 PL12 PL11 PL10 PL454 PL452 PL442 PL451 PL2 PL5 S2515K P3018K PL488 P3024K P4018K PL21 PL70 PL19 PL457 PL456 PL491 P3018W PL22 PL406
white mailer,White Mailer,https://packrift.github.io/packaging-vocabulary/terms/white-mailer/,225,2,2,MFL962 M1081 M1291 MEZ766 M3RB M1181 ML881 M962 M2BK M20161 RM10SS MEZ1174 M1BK M1182 ML17112 M1292 M1162 M10102 MEZ1475 MFL1292 MFL1182 MIBM1M RM5W MFL882
tape logic,Tape Logic,https://packrift.github.io/packaging-vocabulary/terms/tape-logic/,212,3,2,T901170 T901600T T901600 T901400 T9236100 T9342200 T902400 T902220 T905600 T902600T T905700 T902700 T90222Y T905220 T9141300 T9373000 T9141400 T935003R T905900 T9475300 T985460 T9485300 T9151500 T987100Y3PK
colored tags,Colored Tags,https://packrift.github.io/packaging-vocabulary/terms/colored-tags/,207,1,1,G11051A G11051E G11051C G26052W G26059W G11053B G20003 G11083C G11051D G11051G G11051H G11051F G11052D G11061C G11081D G11053H G11053D G12083A G11083E G11043D G12053A G12083C G11083A G26203W
2 mil bag,2 Mil Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-bag/,199,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB440 PB3585 PB445 PB406 PB459 PB3630 PB3642 PB6725 PB1632 PB586 PB511 PB580 PB1600 PB528 PB625 PB605 PB535 PB3661 PB635
2 mil plastic bag,2 Mil Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-plastic-bag/,199,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB440 PB3585 PB445 PB406 PB459 PB3630 PB3642 PB6725 PB1632 PB586 PB511 PB580 PB1600 PB528 PB625 PB605 PB535 PB3661 PB635
2 mil poly bag,2 Mil Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-poly-bag/,199,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB440 PB3585 PB445 PB406 PB459 PB3630 PB3642 PB6725 PB1632 PB586 PB511 PB580 PB1600 PB528 PB625 PB605 PB535 PB3661 PB635
2 mil thickness bag,2 Mil Thickness Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-thickness-bag/,199,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB440 PB3585 PB445 PB406 PB459 PB3630 PB3642 PB6725 PB1632 PB586 PB511 PB580 PB1600 PB528 PB625 PB605 PB535 PB3661 PB635
2 mil polyethylene bags,2 Mil Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/2-mil-polyethylene-bags/,198,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB440 PB3585 PB445 PB406 PB459 PB3630 PB3642 PB6725 PB1632 PB586 PB511 PB580 PB1600 PB528 PB625 PB605 PB535 PB3661 PB635
mailing bags,Mailing Bags,https://packrift.github.io/packaging-vocabulary/terms/mailing-bags/,191,2,1,B853SS25PK EPM11134 B83325PK B807SS25PK EPM13164 B854SS B832 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS B857SS B860SS B837 B834 RM10SS B838 B873 B836 B858SS B871
shipping bags,Shipping Bags,https://packrift.github.io/packaging-vocabulary/terms/shipping-bags/,191,2,1,B853SS25PK EPM11134 B83325PK B807SS25PK EPM13164 B854SS B832 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS B857SS B860SS B837 B834 RM10SS B838 B873 B836 B858SS B871
foldable kraft mailer,Foldable Kraft Mailer,https://packrift.github.io/packaging-vocabulary/terms/foldable-kraft-mailer/,189,2,1,M642K M743K ML17112K M752K M1044K ML18123K M1183K M664K M1294K M13102K MFJKRAFT M24206 M30226 MFL16124K M432K M632K M442K M543K M742K ML772K M643K ML961K M842K M962K
gusseted poly bags,Gusseted Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-poly-bags/,179,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PBAS2510 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930
foldable kraft box,Foldable Kraft Box,https://packrift.github.io/packaging-vocabulary/terms/foldable-kraft-box/,177,2,1,M642K M743K ML17112K M752K M1044K ML18123K M1183K M664K M1294K M13102K MFJKRAFT MFL16124K M432K M632K M442K M543K M742K ML772K M643K ML961K M842K M962K M644K M843K
kraft mailing boxes,Kraft Mailing Boxes,https://packrift.github.io/packaging-vocabulary/terms/kraft-mailing-boxes/,177,2,1,M642K M743K ML17112K M752K M1044K ML18123K M1183K M664K M1294K M13102K MFJKRAFT MFL16124K M432K M632K M442K M543K M742K ML772K M643K ML961K M842K M962K M644K M843K
kraft box,Kraft Box,https://packrift.github.io/packaging-vocabulary/terms/kraft-box/,176,1,1,863 MD864 MD955 1083 1293 MD1266 1294 1182 12103 10103 12105 MD1186 MD1486 12104 15104 MD1088 1292 14113 1283 MD181515 MD1296 15105 MD11812 14114
kraft carton,Kraft Carton,https://packrift.github.io/packaging-vocabulary/terms/kraft-carton/,176,1,1,863 MD864 MD955 1083 1293 MD1266 1294 1182 12103 10103 12105 MD1186 MD1486 12104 15104 MD1088 1292 14113 1283 MD181515 MD1296 15105 MD11812 14114
void fill,Void Fill,https://packrift.github.io/packaging-vocabulary/terms/void-fill/,173,2,2,KP1240 7NUTSB 7NUTSAS 7NUTSW SF12 KP1860 12BNUTS KP2460 KP2440 CP10A KP2450 BP1840W VCIS99 CP10B BP2440K BP2440W KP3630 KPPC1850 CP10U CP10W CP10H NP1230 KPB3630 BWUP1248P
resealable poly bags,Resealable Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-poly-bags/,172,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PRR121515 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004
food storage bags,Food Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/food-storage-bags/,170,2,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB12004 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930
resealable bags,Resealable Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-bags/,170,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PMR081015 PB3615BK PB3735 PB3642 PB6725 PB3635Y PRR121515 PB3760 PMR121615 PB3868 PB3661 PB3674 PMR222415
expandable,Expandable,https://packrift.github.io/packaging-vocabulary/terms/expandable/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
expandable bags,Expandable Bags,https://packrift.github.io/packaging-vocabulary/terms/expandable-bags/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
expandable poly bags,Expandable Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/expandable-poly-bags/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
flexible clear bags,Flexible Clear Bags,https://packrift.github.io/packaging-vocabulary/terms/flexible-clear-bags/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
gusseted,Gusseted,https://packrift.github.io/packaging-vocabulary/terms/gusseted/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
gusseted food bags,Gusseted Food Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-food-bags/,166,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PBG110 PB3930 PB1547
gusseted ldpe bags,Gusseted Ldpe Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-ldpe-bags/,163,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PBAS2510 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PB3930 PB1547
gusseted pe bags,Gusseted Pe Bags,https://packrift.github.io/packaging-vocabulary/terms/gusseted-pe-bags/,163,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PBAS2510 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PB3930 PB1547
oyster white mailer,Oyster White Mailer,https://packrift.github.io/packaging-vocabulary/terms/oyster-white-mailer/,162,1,1,MFL962 M3RB ML881 M962 M1182 ML17112 M1292 M1162 M10102 MFL1292 MFL1182 MIBM1M MFL882 M1182D M1183 M1293 ML1083 MFL18124 M12122 MFL15112 M964 MIBMS500 MFL964 MFL1282
white literature mailers,White Literature Mailers,https://packrift.github.io/packaging-vocabulary/terms/white-literature-mailers/,162,1,1,MFL962 M3RB ML881 M962 M1182 ML17112 M1292 M1162 M10102 MFL1292 MFL1182 MIBM1M MFL882 M1182D M1183 M1293 ML1083 MFL18124 M12122 MFL15112 M964 MIBMS500 MFL964 MFL1282
expandable side plastic bag,Expandable Side Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/expandable-side-plastic-bag/,161,1,1,PB1632 PB1600 PB1830 PB1634 PB1610 PB1697 PB1473 PB1365 PB1550 PB1388 PB1391 PB1580 PB1612 PB1633 PB1480 PB1625 PB1576 PB1400 PB1350 PB1533 PB1535 PB3930 PB1547 PB1381
bin boxes,Bin Boxes,https://packrift.github.io/packaging-vocabulary/terms/bin-boxes/,160,2,2,BINBIN29 BINBIN69 BINEB1810 BINMT212 BINBIN49 BINMT412 BINBWZ218 BINBWZ418 BINJ10128 BINJ8128 BINW101042 BINMT412K BINEB123 BINB412 BINMT624 24122CT BINEB1812 BINMT824 BINJ81810 BINJ101810 BINB718 BINJ121810 BINJ122412 BINJ162412
mailing tubes,Mailing Tubes,https://packrift.github.io/packaging-vocabulary/terms/mailing-tubes/,160,2,2,P2024KRP6 M3312 M3318 M3325 M3330 S2515K P3018K M3337 P3024K P4018K P3018W P3024W P4030K P1512K P3036K P2524K P2015K P2018K S1509K P2012W P2015W P3038K P4042K M3343
parts bins,Parts Bins,https://packrift.github.io/packaging-vocabulary/terms/parts-bins/,160,2,2,BINBIN29 BINBIN69 BINEB1810 BINMT212 BINBIN49 BINMT412 BINBWZ218 BINBWZ418 BINJ10128 BINJ8128 BINW101042 BINMT412K BINEB123 BINB412 BINMT624 24122CT BINEB1812 BINMT824 BINJ81810 BINJ101810 BINB718 BINJ121810 BINJ122412 BINJ162412
parts organizer,Parts Organizer,https://packrift.github.io/packaging-vocabulary/terms/parts-organizer/,160,2,2,BINBIN29 BINBIN69 BINEB1810 BINMT212 BINBIN49 BINMT412 BINBWZ218 BINBWZ418 BINJ10128 BINJ8128 BINW101042 BINMT412K BINEB123 BINB412 BINMT624 24122CT BINEB1812 BINMT824 BINJ81810 BINJ101810 BINB718 BINJ121810 BINJ122412 BINJ162412
shelf storage,Shelf Storage,https://packrift.github.io/packaging-vocabulary/terms/shelf-storage/,160,2,2,BINBIN29 BINBIN69 BINEB1810 BINMT212 BINBIN49 BINMT412 BINBWZ218 BINBWZ418 BINJ10128 BINJ8128 BINW101042 BINMT412K BINEB123 BINB412 BINMT624 24122CT BINEB1812 BINMT824 BINJ81810 BINJ101810 BINB718 BINJ121810 BINJ122412 BINJ162412
mailroom,Mailroom,https://packrift.github.io/packaging-vocabulary/terms/mailroom/,159,2,2,P2024KRP6 S2515K P3018K P3024K P4018K P3018W P3024W P4030K P1512K P3036K P2524K P2015K P2018K S1509K P2012W P2015W P3038K P4042K P3042K P4042KHD P2026K P2030K P4048W P2036K
self-stick,Self-stick,https://packrift.github.io/packaging-vocabulary/terms/self-stick/,155,2,1,B853SS25PK EPM11134 B83325PK B807SS25PK EPM13164 B854SS B832 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS B857SS B860SS B837 B834 RM10SS B838 B873 B836 B858SS B871
resealable,Resealable,https://packrift.github.io/packaging-vocabulary/terms/resealable/,149,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PRR121515 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004
carton sealing tape,Carton Sealing Tape,https://packrift.github.io/packaging-vocabulary/terms/carton-sealing-tape/,148,3,1,T901170 T901600T T901600 T901400 T9236100 T902400 T902220 T905600 T902600T T905700 T902700 T155000 T90222Y T905220 T9067200W T9141300 T9141400 T905900 T9475300 T9485300 T9077500W T9151500 T90122O T90122Y
padding,Padding,https://packrift.github.io/packaging-vocabulary/terms/padding/,148,2,2,KP1240 7NUTSB 7NUTSAS 7NUTSW SF12 KP1860 12BNUTS KP2460 KP2440 CP10A KP2450 BP1840W VCIS99 CP10B BP2440K BP2440W KP3630 KPPC1850 CP10U CP10W CP10H NP1230 KPB3630 BP3040W
self adherent,Self Adherent,https://packrift.github.io/packaging-vocabulary/terms/self-adherent/,144,2,1,B853SS25PK EPM11134 B83325PK EPM13164 B854SS B832 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS B857SS B860SS B837 B834 RM10SS B838 B873 B836 B858SS B871 CPM1419BK
brown box,Brown Box,https://packrift.github.io/packaging-vocabulary/terms/brown-box/,143,1,1,863 MD864 MD955 1083 1293 MD1266 1294 1182 12103 10103 12105 MD1186 MD1486 12104 15104 MD1088 1292 14113 1283 MD181515 MD1296 15105 MD11812 14114
brown carton,Brown Carton,https://packrift.github.io/packaging-vocabulary/terms/brown-carton/,143,1,1,863 MD864 MD955 1083 1293 MD1266 1294 1182 12103 10103 12105 MD1186 MD1486 12104 15104 MD1088 1292 14113 1283 MD181515 MD1296 15105 MD11812 14114
press and peel,Press and Peel,https://packrift.github.io/packaging-vocabulary/terms/press-and-peel/,143,2,1,B853SS25PK EPM11134 B83325PK B807SS25PK EPM13164 B854SS B832 EPM15204 CPM1215BK B855SS B833 B839 B879100PK B856SS B857SS B860SS B837 B834 RM10SS B838 B873 B836 B858SS B871
clear plastic bags,Clear Plastic Bags,https://packrift.github.io/packaging-vocabulary/terms/clear-plastic-bags/,142,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PRR121515 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730 AB205 PB3650
packing paper,Packing Paper,https://packrift.github.io/packaging-vocabulary/terms/packing-paper/,141,2,2,KP1240 SF12 KP1860 KP2460 KP2440 CP10A KP2450 BP1840W VCIS99 CP10B BP2440K BP2440W KP3630 KPPC1850 CP10U CP10W CP10H NP1230 KPB3630 BP3040W IKP2436 VCIS1212 SF36B TPOPPACK
wrap,Wrap,https://packrift.github.io/packaging-vocabulary/terms/wrap/,139,2,2,KP1240 SF12 KP1860 KP2460 KP2440 CP10A KP2450 BP1840W VCIS99 CP10B BP2440K BP2440W KP3630 KPPC1850 CP10U CP10W CP10H NP1230 KPB3630 BP3040W IKP2436 VCIS1212 SF36B TPOPPACK
poly zip,Poly Zip,https://packrift.github.io/packaging-vocabulary/terms/poly-zip/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
poly zip bags,Poly Zip Bags,https://packrift.github.io/packaging-vocabulary/terms/poly-zip-bags/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
poly ziploc,Poly Ziploc,https://packrift.github.io/packaging-vocabulary/terms/poly-ziploc/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
poly ziplock,Poly Ziplock,https://packrift.github.io/packaging-vocabulary/terms/poly-ziplock/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
poly zipper bags,Poly Zipper Bags,https://packrift.github.io/packaging-vocabulary/terms/poly-zipper-bags/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
reclosable,Reclosable,https://packrift.github.io/packaging-vocabulary/terms/reclosable/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
ziploc,Ziploc,https://packrift.github.io/packaging-vocabulary/terms/ziploc/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
ziploc bags,Ziploc Bags,https://packrift.github.io/packaging-vocabulary/terms/ziploc-bags/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
ziploc poly bags,Ziploc Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/ziploc-poly-bags/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
ziplock,Ziplock,https://packrift.github.io/packaging-vocabulary/terms/ziplock/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
ziplock bags,Ziplock Bags,https://packrift.github.io/packaging-vocabulary/terms/ziplock-bags/,137,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB5232 PB3585 PB3990 PB3710 PB3585BK PB3630 PB3615BK PB3735 PB3642 PB6725 PB3635Y PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB12004 PB3730
